White_king_col,White_king_row,White_rook_col,White_rook_row,Black_king_col,Black_king_row,class
b,one,d,eight,e,seven,draw
b,one,d,eight,e,eight,draw
b,one,e,one,d,one,draw
b,one,e,one,d,two,draw
b,one,e,one,e,two,draw
b,one,e,one,f,one,draw
b,one,e,one,f,two,draw
b,one,e,two,d,one,draw
b,one,e,two,d,two,draw
b,one,e,two,d,three,draw
b,one,e,two,e,one,draw
b,one,e,two,e,three,draw
b,one,e,two,f,one,draw
b,one,e,two,f,two,draw
b,one,e,two,f,three,draw
b,one,e,three,d,two,draw
b,one,e,three,d,three,draw
b,one,e,three,d,four,draw
b,one,e,three,e,two,draw
b,one,e,three,e,four,draw
b,one,e,three,f,two,draw
b,one,e,three,f,three,draw
b,one,e,three,f,four,draw
b,one,e,four,d,three,draw
b,one,e,four,d,four,draw
b,one,e,four,d,five,draw
b,one,e,four,e,three,draw
b,one,e,four,e,five,draw
b,one,e,four,f,three,draw
b,one,e,four,f,four,draw
b,one,e,four,f,five,draw
b,one,e,five,d,four,draw
b,one,e,five,d,five,draw
b,one,e,five,d,six,draw
b,one,e,five,e,four,draw
b,one,e,five,e,six,draw
b,one,e,five,f,four,draw
b,one,e,five,f,five,draw
b,one,e,five,f,six,draw
b,one,e,six,d,five,draw
b,one,e,six,d,six,draw
b,one,e,six,d,seven,draw
b,one,e,six,e,five,draw
b,one,e,six,e,seven,draw
b,one,e,six,f,five,draw
b,one,e,six,f,six,draw
b,one,e,six,f,seven,draw
b,one,e,seven,d,six,draw
b,one,e,seven,d,seven,draw
b,one,e,seven,d,eight,draw
b,one,e,seven,e,six,draw
b,one,e,seven,e,eight,draw
b,one,e,seven,f,six,draw
b,one,e,seven,f,seven,draw
b,one,e,seven,f,eight,draw
b,one,e,eight,d,seven,draw
b,one,e,eight,d,eight,draw
b,one,e,eight,e,seven,draw
b,one,e,eight,f,seven,draw
b,one,e,eight,f,eight,draw
b,one,f,one,e,one,draw
b,one,f,one,e,two,draw
b,one,f,one,f,two,draw
b,one,f,one,g,one,draw
b,one,f,one,g,two,draw
b,one,f,two,e,one,draw
b,one,f,two,e,two,draw
b,one,f,two,e,three,draw
b,one,f,two,f,one,draw
b,one,f,two,f,three,draw
b,one,f,two,g,one,draw
b,one,f,two,g,two,draw
b,one,f,two,g,three,draw
b,one,f,three,e,two,draw
b,one,f,three,e,three,draw
b,one,f,three,e,four,draw
b,one,f,three,f,two,draw
b,one,f,three,f,four,draw
b,one,f,three,g,two,draw
b,one,f,three,g,three,draw
b,one,f,three,g,four,draw
b,one,f,four,e,three,draw
b,one,f,four,e,four,draw
b,one,f,four,e,five,draw
b,one,f,four,f,three,draw
b,one,f,four,f,five,draw
b,one,f,four,g,three,draw
b,one,f,four,g,four,draw
b,one,f,four,g,five,draw
b,one,f,five,e,four,draw
b,one,f,five,e,five,draw
b,one,f,five,e,six,draw
b,one,f,five,f,four,draw
b,one,f,five,f,six,draw
b,one,f,five,g,four,draw
b,one,f,five,g,five,draw
b,one,f,five,g,six,draw
b,one,f,six,e,five,draw
b,one,f,six,e,six,draw
b,one,f,six,e,seven,draw
b,one,f,six,f,five,draw
b,one,f,six,f,seven,draw
b,one,f,six,g,five,draw
b,one,f,six,g,six,draw
b,one,f,six,g,seven,draw
b,one,f,seven,e,six,draw
b,one,f,seven,e,seven,draw
b,one,f,seven,e,eight,draw
b,one,f,seven,f,six,draw
b,one,f,seven,f,eight,draw
b,one,f,seven,g,six,draw
b,one,f,seven,g,seven,draw
b,one,f,seven,g,eight,draw
b,one,f,eight,e,seven,draw
b,one,f,eight,e,eight,draw
b,one,f,eight,f,seven,draw
b,one,f,eight,g,seven,draw
b,one,f,eight,g,eight,draw
b,one,g,one,f,one,draw
b,one,g,one,f,two,draw
b,one,g,one,g,two,draw
b,one,g,one,h,one,draw
b,one,g,one,h,two,draw
b,one,g,two,f,one,draw
b,one,g,two,f,two,draw
b,one,g,two,f,three,draw
b,one,g,two,g,one,draw
b,one,g,two,g,three,draw
b,one,g,two,h,one,draw
b,one,g,two,h,two,draw
b,one,g,two,h,three,draw
b,one,g,three,f,two,draw
b,one,g,three,f,three,draw
b,one,g,three,f,four,draw
b,one,g,three,g,two,draw
b,one,g,three,g,four,draw
b,one,g,three,h,two,draw
b,one,g,three,h,three,draw
b,one,g,three,h,four,draw
b,one,g,four,f,three,draw
b,one,g,four,f,four,draw
b,one,g,four,f,five,draw
b,one,g,four,g,three,draw
b,one,g,four,g,five,draw
b,one,g,four,h,three,draw
b,one,g,four,h,four,draw
b,one,g,four,h,five,draw
b,one,g,five,f,four,draw
b,one,g,five,f,five,draw
b,one,g,five,f,six,draw
b,one,g,five,g,four,draw
b,one,g,five,g,six,draw
b,one,g,five,h,four,draw
b,one,g,five,h,five,draw
b,one,g,five,h,six,draw
b,one,g,six,f,five,draw
b,one,g,six,f,six,draw
b,one,g,six,f,seven,draw
b,one,g,six,g,five,draw
b,one,g,six,g,seven,draw
b,one,g,six,h,five,draw
b,one,g,six,h,six,draw
b,one,g,six,h,seven,draw
b,one,g,seven,f,six,draw
b,one,g,seven,f,seven,draw
b,one,g,seven,f,eight,draw
b,one,g,seven,g,six,draw
b,one,g,seven,g,eight,draw
b,one,g,seven,h,six,draw
b,one,g,seven,h,seven,draw
b,one,g,seven,h,eight,draw
b,one,g,eight,f,seven,draw
b,one,g,eight,f,eight,draw
b,one,g,eight,g,seven,draw
b,one,g,eight,h,seven,draw
b,one,g,eight,h,eight,draw
b,one,h,one,g,one,draw
b,one,h,one,g,two,draw
b,one,h,one,h,two,draw
b,one,h,two,g,one,draw
b,one,h,two,g,two,draw
b,one,h,two,g,three,draw
b,one,h,two,h,one,draw
b,one,h,two,h,three,draw
b,one,h,three,g,two,draw
b,one,h,three,g,three,draw
b,one,h,three,g,four,draw
b,one,h,three,h,two,draw
b,one,h,three,h,four,draw
b,one,h,four,g,three,draw
b,one,h,four,g,four,draw
b,one,h,four,g,five,draw
b,one,h,four,h,three,draw
b,one,h,four,h,five,draw
b,one,h,five,g,four,draw
b,one,h,five,g,five,draw
b,one,h,five,g,six,draw
b,one,h,five,h,four,draw
b,one,h,five,h,six,draw
b,one,h,six,g,five,draw
b,one,h,six,g,six,draw
b,one,h,six,g,seven,draw
b,one,h,six,h,five,draw
b,one,h,six,h,seven,draw
b,one,h,seven,g,six,draw
b,one,h,seven,g,seven,draw
b,one,h,seven,g,eight,draw
b,one,h,seven,h,six,draw
b,one,h,seven,h,eight,draw
b,one,h,eight,g,seven,draw
b,one,h,eight,g,eight,draw
b,one,h,eight,h,seven,draw
b,two,c,four,d,three,draw
b,two,d,one,d,two,draw
b,two,d,one,e,one,draw
b,two,d,one,e,two,draw
b,two,d,two,d,one,draw
b,two,d,two,d,three,draw
b,two,d,two,e,one,draw
b,two,d,two,e,two,draw
b,two,d,two,e,three,draw
b,two,d,three,d,two,draw
b,two,d,three,d,four,draw
b,two,d,three,e,two,draw
b,two,d,three,e,three,draw
b,two,d,three,e,four,draw
b,two,d,four,d,three,draw
b,two,d,four,e,three,draw
b,two,d,four,e,four,draw
b,two,d,four,e,five,draw
b,two,d,five,e,four,draw
b,two,e,one,d,one,draw
b,two,e,one,d,two,draw
b,two,e,one,e,two,draw
b,two,e,one,f,one,draw
b,two,e,one,f,two,draw
b,two,e,two,d,one,draw
b,two,e,two,d,two,draw
b,two,e,two,d,three,draw
b,two,e,two,e,one,draw
b,two,e,two,e,three,draw
b,two,e,two,f,one,draw
b,two,e,two,f,two,draw
b,two,e,two,f,three,draw
b,two,e,three,d,two,draw
b,two,e,three,d,three,draw
b,two,e,three,d,four,draw
b,two,e,three,e,two,draw
b,two,e,three,e,four,draw
b,two,e,three,f,two,draw
b,two,e,three,f,three,draw
b,two,e,three,f,four,draw
b,two,e,four,d,three,draw
b,two,e,four,d,four,draw
b,two,e,four,e,three,draw
b,two,e,four,e,five,draw
b,two,e,four,f,three,draw
b,two,e,four,f,four,draw
b,two,e,four,f,five,draw
b,two,e,five,d,four,draw
b,two,e,five,e,four,draw
b,two,e,five,f,four,draw
b,two,e,five,f,five,draw
b,two,e,five,f,six,draw
b,two,e,six,f,five,draw
b,two,f,one,e,one,draw
b,two,f,one,e,two,draw
b,two,f,one,f,two,draw
b,two,f,one,g,one,draw
b,two,f,one,g,two,draw
b,two,f,two,e,one,draw
b,two,f,two,e,two,draw
b,two,f,two,e,three,draw
b,two,f,two,f,one,draw
b,two,f,two,f,three,draw
b,two,f,two,g,one,draw
b,two,f,two,g,two,draw
b,two,f,two,g,three,draw
b,two,f,three,e,two,draw
b,two,f,three,e,three,draw
b,two,f,three,e,four,draw
b,two,f,three,f,two,draw
b,two,f,three,f,four,draw
b,two,f,three,g,two,draw
b,two,f,three,g,three,draw
b,two,f,three,g,four,draw
b,two,f,four,e,three,draw
b,two,f,four,e,four,draw
b,two,f,four,e,five,draw
b,two,f,four,f,three,draw
b,two,f,four,f,five,draw
b,two,f,four,g,three,draw
b,two,f,four,g,four,draw
b,two,f,four,g,five,draw
b,two,f,five,e,four,draw
b,two,f,five,e,five,draw
b,two,f,five,f,four,draw
b,two,f,five,f,six,draw
b,two,f,five,g,four,draw
b,two,f,five,g,five,draw
b,two,f,five,g,six,draw
b,two,f,six,e,five,draw
b,two,f,six,f,five,draw
b,two,f,six,g,five,draw
b,two,f,six,g,six,draw
b,two,f,six,g,seven,draw
b,two,f,seven,g,six,draw
b,two,g,one,f,one,draw
b,two,g,one,f,two,draw
b,two,g,one,g,two,draw
b,two,g,one,h,one,draw
b,two,g,one,h,two,draw
b,two,g,two,f,one,draw
b,two,g,two,f,two,draw
b,two,g,two,f,three,draw
b,two,g,two,g,one,draw
b,two,g,two,g,three,draw
b,two,g,two,h,one,draw
b,two,g,two,h,two,draw
b,two,g,two,h,three,draw
b,two,g,three,f,two,draw
b,two,g,three,f,three,draw
b,two,g,three,f,four,draw
b,two,g,three,g,two,draw
b,two,g,three,g,four,draw
b,two,g,three,h,two,draw
b,two,g,three,h,three,draw
b,two,g,three,h,four,draw
b,two,g,four,f,three,draw
b,two,g,four,f,four,draw
b,two,g,four,f,five,draw
b,two,g,four,g,three,draw
b,two,g,four,g,five,draw
b,two,g,four,h,three,draw
b,two,g,four,h,four,draw
b,two,g,four,h,five,draw
b,two,g,five,f,four,draw
b,two,g,five,f,five,draw
b,two,g,five,f,six,draw
b,two,g,five,g,four,draw
b,two,g,five,g,six,draw
b,two,g,five,h,four,draw
b,two,g,five,h,five,draw
b,two,g,five,h,six,draw
b,two,g,six,f,five,draw
b,two,g,six,f,six,draw
b,two,g,six,g,five,draw
b,two,g,six,g,seven,draw
b,two,g,six,h,five,draw
b,two,g,six,h,six,draw
b,two,g,six,h,seven,draw
b,two,g,seven,f,six,draw
b,two,g,seven,g,six,draw
b,two,g,seven,h,six,draw
b,two,g,seven,h,seven,draw
b,two,g,seven,h,eight,draw
b,two,g,eight,h,seven,draw
b,two,h,one,g,one,draw
b,two,h,one,g,two,draw
b,two,h,one,h,two,draw
b,two,h,two,g,one,draw
b,two,h,two,g,two,draw
b,two,h,two,g,three,draw
b,two,h,two,h,one,draw
b,two,h,two,h,three,draw
b,two,h,three,g,two,draw
b,two,h,three,g,three,draw
b,two,h,three,g,four,draw
b,two,h,three,h,two,draw
b,two,h,three,h,four,draw
b,two,h,four,g,three,draw
b,two,h,four,g,four,draw
b,two,h,four,g,five,draw
b,two,h,four,h,three,draw
b,two,h,four,h,five,draw
b,two,h,five,g,four,draw
b,two,h,five,g,five,draw
b,two,h,five,g,six,draw
b,two,h,five,h,four,draw
b,two,h,five,h,six,draw
b,two,h,six,g,five,draw
b,two,h,six,g,six,draw
b,two,h,six,g,seven,draw
b,two,h,six,h,five,draw
b,two,h,six,h,seven,draw
b,two,h,seven,g,six,draw
b,two,h,seven,g,seven,draw
b,two,h,seven,h,six,draw
b,two,h,seven,h,eight,draw
b,two,h,eight,g,seven,draw
b,two,h,eight,h,seven,draw
c,one,a,one,a,two,draw
c,one,a,two,a,one,draw
c,one,a,two,a,three,draw
c,one,a,two,b,three,draw
c,one,a,three,a,two,draw
c,one,a,three,a,four,draw
c,one,a,three,b,three,draw
c,one,a,three,b,four,draw
c,one,a,four,a,three,draw
c,one,a,four,a,five,draw
c,one,a,four,b,three,draw
c,one,a,four,b,four,draw
c,one,a,four,b,five,draw
c,one,a,five,a,four,draw
c,one,a,five,a,six,draw
c,one,a,five,b,four,draw
c,one,a,five,b,five,draw
c,one,a,five,b,six,draw
c,one,a,six,a,five,draw
c,one,a,six,a,seven,draw
c,one,a,six,b,five,draw
c,one,a,six,b,six,draw
c,one,a,six,b,seven,draw
c,one,a,seven,a,six,draw
c,one,a,seven,a,eight,draw
c,one,a,seven,b,six,draw
c,one,a,seven,b,seven,draw
c,one,a,seven,b,eight,draw
c,one,a,eight,a,seven,draw
c,one,a,eight,b,seven,draw
c,one,a,eight,b,eight,draw
c,one,b,two,a,one,draw
c,one,b,three,a,two,draw
c,one,b,three,a,three,draw
c,one,b,three,a,four,draw
c,one,b,three,b,four,draw
c,one,b,three,c,three,draw
c,one,b,three,c,four,draw
c,one,b,four,a,three,draw
c,one,b,four,a,four,draw
c,one,b,four,a,five,draw
c,one,b,four,b,three,draw
c,one,b,four,b,five,draw
c,one,b,four,c,three,draw
c,one,b,four,c,four,draw
c,one,b,four,c,five,draw
c,one,b,five,a,four,draw
c,one,b,five,a,five,draw
c,one,b,five,a,six,draw
c,one,b,five,b,four,draw
c,one,b,five,b,six,draw
c,one,b,five,c,four,draw
c,one,b,five,c,five,draw
c,one,b,five,c,six,draw
c,one,b,six,a,five,draw
c,one,b,six,a,six,draw
c,one,b,six,a,seven,draw
c,one,b,six,b,five,draw
c,one,b,six,b,seven,draw
c,one,b,six,c,five,draw
c,one,b,six,c,six,draw
c,one,b,six,c,seven,draw
c,one,b,seven,a,six,draw
c,one,b,seven,a,seven,draw
c,one,b,seven,a,eight,draw
c,one,b,seven,b,six,draw
c,one,b,seven,b,eight,draw
c,one,b,seven,c,six,draw
c,one,b,seven,c,seven,draw
c,one,b,seven,c,eight,draw
c,one,b,eight,a,seven,draw
c,one,b,eight,a,eight,draw
c,one,b,eight,b,seven,draw
c,one,b,eight,c,seven,draw
c,one,b,eight,c,eight,draw
c,one,c,two,a,one,draw
c,one,c,three,b,three,draw
c,one,c,three,b,four,draw
c,one,c,three,c,four,draw
c,one,c,three,d,three,draw
c,one,c,three,d,four,draw
c,one,c,four,b,three,draw
c,one,c,four,b,four,draw
c,one,c,four,b,five,draw
c,one,c,four,c,three,draw
c,one,c,four,c,five,draw
c,one,c,four,d,three,draw
c,one,c,four,d,four,draw
c,one,c,four,d,five,draw
c,one,c,five,b,four,draw
c,one,c,five,b,five,draw
c,one,c,five,b,six,draw
c,one,c,five,c,four,draw
c,one,c,five,c,six,draw
c,one,c,five,d,four,draw
c,one,c,five,d,five,draw
c,one,c,five,d,six,draw
c,one,c,six,b,five,draw
c,one,c,six,b,six,draw
c,one,c,six,b,seven,draw
c,one,c,six,c,five,draw
c,one,c,six,c,seven,draw
c,one,c,six,d,five,draw
c,one,c,six,d,six,draw
c,one,c,six,d,seven,draw
c,one,c,seven,b,six,draw
c,one,c,seven,b,seven,draw
c,one,c,seven,b,eight,draw
c,one,c,seven,c,six,draw
c,one,c,seven,c,eight,draw
c,one,c,seven,d,six,draw
c,one,c,seven,d,seven,draw
c,one,c,seven,d,eight,draw
c,one,c,eight,b,seven,draw
c,one,c,eight,b,eight,draw
c,one,c,eight,c,seven,draw
c,one,c,eight,d,seven,draw
c,one,c,eight,d,eight,draw
c,one,d,two,a,one,draw
c,one,d,three,c,three,draw
c,one,d,three,c,four,draw
c,one,d,three,d,four,draw
c,one,d,three,e,two,draw
c,one,d,three,e,three,draw
c,one,d,three,e,four,draw
c,one,d,four,c,three,draw
c,one,d,four,c,four,draw
c,one,d,four,c,five,draw
c,one,d,four,d,three,draw
c,one,d,four,d,five,draw
c,one,d,four,e,three,draw
c,one,d,four,e,four,draw
c,one,d,four,e,five,draw
c,one,d,five,c,four,draw
c,one,d,five,c,five,draw
c,one,d,five,c,six,draw
c,one,d,five,d,four,draw
c,one,d,five,d,six,draw
c,one,d,five,e,four,draw
c,one,d,five,e,five,draw
c,one,d,five,e,six,draw
c,one,d,six,c,five,draw
c,one,d,six,c,six,draw
c,one,d,six,c,seven,draw
c,one,d,six,d,five,draw
c,one,d,six,d,seven,draw
c,one,d,six,e,five,draw
c,one,d,six,e,six,draw
c,one,d,six,e,seven,draw
c,one,d,seven,c,six,draw
c,one,d,seven,c,seven,draw
c,one,d,seven,c,eight,draw
c,one,d,seven,d,six,draw
